,user,item,rating
478,2,1520,1
479,2,1521,2
480,2,1529,1
481,2,1533,1
482,2,1542,1
483,2,1547,2
484,2,1548,1
485,2,1552,1
486,2,1554,1
487,2,1565,1
488,2,1571,2
489,2,1575,1
490,2,1581,3
491,2,1583,1
492,2,1584,2
493,2,1586,1
494,2,1589,1
495,2,1592,1
496,2,1608,1
497,2,1621,3
498,2,1622,1
499,2,1624,1
500,2,1625,1
501,2,1641,1
502,2,1651,3
503,2,1653,1
504,2,1654,2
505,2,1663,1
506,2,1666,2
507,2,1669,1
508,2,1673,2
509,2,1675,1
510,2,1680,3
511,3,11,3
512,3,172,4
513,3,185,4
514,3,193,4
515,3,196,5
516,3,245,4
517,3,363,3
518,3,423,4
519,3,570,3
520,3,597,3
521,3,717,5
522,3,718,4
523,3,726,4
524,3,766,3
525,3,860,4
526,3,983,3
527,3,1125,4
528,3,1211,4
529,3,1362,4
530,3,1448,3
531,3,1477,5
532,3,1484,3
533,3,1555,5
534,4,17,2
535,4,37,4
536,4,46,3
537,4,65,4
538,4,80,2
539,4,92,3
540,4,163,5
541,4,181,5
542,4,193,3
543,4,216,3
544,4,228,4
545,4,247,3
546,4,249,4
547,4,257,3
548,4,275,3
549,4,303,3
550,4,326,4
551,4,360,3
552,4,361,4
553,4,362,4
554,4,372,4
555,4,392,4
556,4,421,2
557,4,493,2
558,4,570,3
559,4,572,3
560,4,580,4
561,4,593,4
562,4,622,2
563,4,657,4
564,4,671,4
565,4,675,1
566,4,688,4
567,4,697,1
568,4,727,4
569,4,731,4
570,4,747,3
571,4,779,3
572,4,893,2
573,4,895,2
574,4,936,3
575,4,937,3
576,4,959,2
577,4,983,4
578,4,1010,3
579,4,1015,2
580,4,1030,4
581,4,1041,3
582,4,1054,5
583,4,1064,5
584,4,1078,4
585,4,1113,3
586,4,1158,3
587,4,1190,4
588,4,1198,5
589,4,1224,2
590,4,1234,3
591,4,1245,3
592,4,1248,4
593,4,1269,3
594,4,1310,2
595,4,1313,4
596,4,1336,4
597,4,1361,4
598,4,1362,4
599,4,1366,4
600,4,1381,2
601,4,1402,5
602,4,1464,3
603,4,1468,4
604,4,1474,2
605,4,1534,3
606,4,1541,5
607,4,1553,3
608,4,1556,2
609,4,1562,2
610,4,1615,2
611,4,1680,3
612,5,2,3
613,5,11,3
614,5,14,4
615,5,23,3
616,5,37,5
617,5,43,4
618,5,58,3
619,5,63,4
620,5,65,4
621,5,103,3
622,5,110,2
623,5,122,4
624,5,124,4
625,5,126,4
626,5,129,3
627,5,130,5
628,5,146,5
629,5,150,1
630,5,163,5
631,5,174,4
632,5,178,4
633,5,187,3
634,5,198,3
635,5,217,5
636,5,219,1
637,5,220,1
638,5,228,4
639,5,235,3
640,5,237,3
641,5,238,5
642,5,239,2
643,5,241,2
644,5,244,4
645,5,246,5
646,5,247,2
647,5,260,4
648,5,267,1
649,5,275,5
650,5,280,5
651,5,286,5
652,5,310,5
653,5,320,3
654,5,326,1
655,5,328,4
656,5,330,5
657,5,352,4
658,5,382,2
659,5,383,3
660,5,384,2
661,5,390,2
662,5,392,3
663,5,408,4
664,5,421,5
665,5,442,3
666,5,445,3
667,5,464,5
668,5,471,3
669,5,493,3
670,5,519,1
671,5,523,5
672,5,526,4
673,5,545,3
674,5,546,1
675,5,577,3
676,5,580,3
677,5,586,5
678,5,593,2
679,5,595,5
680,5,613,2
681,5,616,2
682,5,623,5
683,5,630,5
684,5,635,2
685,5,642,3
686,5,651,1
687,5,657,5
688,5,659,2
689,5,676,2
690,5,685,3
691,5,695,1
692,5,697,5
693,5,710,1
694,5,718,2
695,5,726,5
696,5,730,4
697,5,731,5
698,5,734,4
699,5,741,3
700,5,747,3
701,5,749,3
702,5,754,5
703,5,766,3
704,5,776,5
705,5,779,1
706,5,781,3
707,5,782,4
708,5,797,2
709,5,799,4
710,5,814,1
711,5,822,2
712,5,828,4
713,5,831,1
714,5,834,3
715,5,840,4
716,5,849,4
717,5,860,3
718,5,864,3
719,5,873,4
720,5,878,5
721,5,883,2
722,5,889,4
723,5,892,2
724,5,898,5
725,5,899,3
726,5,902,4
727,5,910,5
728,5,918,3
729,5,919,3
730,5,923,3
731,5,937,4
732,5,954,4
733,5,955,5
734,5,959,5
735,5,965,3
736,5,980,3
737,5,987,4
738,5,1010,3
739,5,1013,2
740,5,1016,5
741,5,1021,4
742,5,1025,3
743,5,1064,5
744,5,1067,4
745,5,1076,3
746,5,1110,1
747,5,1117,4
748,5,1123,4
749,5,1136,5
750,5,1145,5
751,5,1149,1
752,5,1159,3
753,5,1164,5
754,5,1181,3
755,5,1190,3
756,5,1191,1
757,5,1193,4
758,5,1194,1
759,5,1195,2
760,5,1203,3
761,5,1234,3
762,5,1248,3
763,5,1249,3
764,5,1256,2
765,5,1258,2
766,5,1263,4
767,5,1267,4
768,5,1269,3
769,5,1271,4
770,5,1272,4
771,5,1277,4
772,5,1278,4
773,5,1297,5
774,5,1312,3
775,5,1323,3
776,5,1329,3
777,5,1341,4
778,5,1348,3
779,5,1378,4
780,5,1381,5
781,5,1385,5
782,5,1386,4
783,5,1387,4
784,5,1394,4
785,5,1402,4
786,5,1410,1
787,5,1448,4
788,5,1452,1
789,5,1453,1
790,5,1459,3
791,5,1468,5
792,5,1474,4
793,5,1477,4
794,5,1485,4
795,5,1498,3
796,5,1499,3
797,5,1510,3
798,5,1511,3
799,5,1514,4
800,5,1523,2
801,5,1529,4
802,5,1535,4
803,5,1541,5
804,5,1543,3
805,5,1544,4
806,5,1545,2
807,5,1547,2
808,5,1549,4
809,5,1553,4
810,5,1555,4
811,5,1573,3
812,5,1576,3
813,5,1589,3
814,5,1593,2
815,5,1599,5
816,5,1607,4
817,5,1611,4
818,5,1614,3
819,5,1626,4
820,5,1635,4
821,5,1638,5
822,5,1643,3
823,5,1651,4
824,5,1653,4
825,5,1655,4
826,5,1673,2
827,6,11,3
828,6,15,3
829,6,19,2
830,6,58,4
831,6,80,5
832,6,94,4
833,6,108,5
834,6,122,5
835,6,140,4
836,6,163,5
837,6,172,4
838,6,217,3
839,6,223,4
840,6,235,4
841,6,238,3
842,6,241,4
843,6,253,4
844,6,258,3
845,6,280,5
846,6,282,3
847,6,286,4
848,6,301,3
849,6,303,5
850,6,314,4
851,6,329,5
852,6,335,3
853,6,337,3
854,6,346,5
855,6,349,4
856,6,372,5
857,6,382,5
858,6,437,5
859,6,464,2
860,6,481,5
861,6,498,2
862,6,499,2
863,6,509,3
864,6,525,5
865,6,591,5
866,6,606,4
867,6,610,4
868,6,613,4
869,6,622,5
870,6,640,4
871,6,657,3
872,6,666,3
873,6,674,4
874,6,697,4
875,6,717,4
876,6,718,5
877,6,737,4
878,6,740,4
879,6,781,3
880,6,794,5
881,6,809,5
882,6,810,4
883,6,828,4
884,6,837,4
885,6,849,5
886,6,860,5
887,6,864,4
888,6,875,3
889,6,878,5
890,6,902,4
891,6,932,4
892,6,943,4
893,6,947,5
894,6,955,4
895,6,967,4
896,6,970,3
897,6,1036,3
898,6,1054,4
899,6,1061,4
900,6,1064,4
901,6,1069,4
902,6,1078,4
903,6,1106,3
904,6,1113,4
905,6,1120,3
906,6,1125,4
907,6,1136,3
908,6,1141,4
909,6,1181,3
910,6,1186,4
911,6,1197,5
912,6,1198,3
913,6,1200,5
914,6,1246,3
915,6,1300,3
916,6,1308,4
917,6,1318,3
918,6,1330,2
919,6,1341,3
920,6,1361,4
921,6,1379,3
922,6,1382,4
923,6,1390,4
924,6,1434,4
925,6,1458,4
926,6,1464,3
927,6,1468,3
928,6,1492,4
929,6,1500,4
930,6,1513,5
931,6,1531,3
932,6,1535,4
933,6,1568,4
934,6,1572,4
935,6,1573,5
936,6,1577,5
937,6,1594,3
938,6,1602,2
939,6,1620,4
940,6,1626,5
941,6,1638,2
942,6,1639,5
943,7,44,1
944,7,94,3
945,7,157,3
946,7,172,4
947,7,219,5
948,7,268,3
949,7,384,4
950,7,483,2
951,7,606,5
952,7,627,5
953,7,647,1
954,7,661,2
955,7,677,5
956,7,688,5
957,7,714,4
958,7,717,5
959,7,926,5
960,7,932,3
961,7,1051,3
962,7,1069,4
963,7,1086,2
964,7,1120,5
965,7,1168,2
966,7,1184,3
967,7,1197,4
968,7,1224,2
969,7,1327,3
970,7,1348,3
971,7,1385,3
972,7,1387,4
973,7,1504,3
974,7,1651,5
975,7,1653,5
976,7,1654,2
977,8,114,1
978,8,209,4
979,8,268,2
980,8,427,1
981,8,552,1
982,8,647,1
983,8,927,1
984,8,965,3
985,8,1389,4
986,8,1394,4
987,9,7,4
988,9,11,4
989,9,33,4
990,9,46,3
991,9,90,5
992,9,94,5
993,9,99,3
994,9,146,5
995,9,163,5
996,9,181,5
997,9,198,4
998,9,235,5
999,9,237,3
1000,9,238,4
1001,9,241,2
1002,9,247,4
1003,9,274,2
1004,9,293,5
1005,9,298,2
1006,9,315,5
1007,9,328,5
1008,9,329,4
1009,9,343,4
1010,9,351,4
1011,9,392,3
1012,9,399,3
1013,9,423,5
1014,9,458,4
1015,9,468,2
1016,9,469,4
1017,9,473,3
1018,9,485,3
1019,9,522,5
1020,9,526,4
1021,9,553,4
1022,9,567,4
1023,9,570,5
1024,9,584,3
1025,9,593,5
1026,9,595,4
1027,9,613,4
1028,9,621,2
1029,9,640,5
1030,9,642,4
1031,9,666,4
1032,9,707,5
1033,9,720,3
1034,9,727,5
1035,9,734,5
1036,9,737,5
1037,9,751,3
1038,9,782,5
1039,9,794,4
1040,9,839,2
1041,9,867,4
1042,9,916,4
1043,9,923,5
1044,9,947,4
1045,9,952,4
1046,9,967,5
1047,9,1010,2
1048,9,1012,4
1049,9,1027,1
1050,9,1030,4
1051,9,1041,2
1052,9,1067,5
1053,9,1112,5
1054,9,1115,4
1055,9,1158,2
1056,9,1159,2
1057,9,1188,3
1058,9,1196,5
1059,9,1224,4
1060,9,1227,5
1061,9,1239,4
1062,9,1334,4
1063,9,1336,5
1064,9,1359,4
1065,9,1362,4
1066,9,1381,2
1067,9,1384,2
1068,9,1386,4
1069,9,1402,3
1070,9,1432,4
1071,9,1445,3
1072,9,1468,5
1073,9,1492,5
1074,9,1498,2
1075,9,1516,2
1076,9,1517,3
1077,9,1519,1
1078,9,1531,5
1079,9,1560,5
1080,9,1605,4
1081,9,1607,4
1082,9,1620,5
1083,9,1630,4
1084,9,1647,4
1085,9,1680,2
1086,10,129,3
1087,10,150,3
1088,10,163,5
1089,10,198,4
1090,10,228,3
1091,10,239,5
1092,10,241,3
1093,10,253,4
1094,10,303,3
1095,10,315,4
1096,10,352,4
1097,10,357,1
1098,10,371,3
1099,10,515,5
1100,10,571,3
1101,10,580,5
1102,10,597,1
1103,10,613,5
1104,10,657,4
1105,10,697,5
1106,10,707,4
1107,10,727,4
1108,10,730,4
1109,10,731,4
1110,10,801,3
1111,10,878,3
1112,10,883,3
1113,10,983,4
1114,10,1064,4
1115,10,1076,5
1116,10,1095,2
1117,10,1227,5
1118,10,1313,2
1119,10,1323,4
1120,10,1328,4
1121,10,1387,5
1122,10,1424,3
1123,10,1477,5
1124,10,1614,3
1125,10,1626,4
1126,11,228,3
1127,11,296,3
1128,11,649,4
1129,11,714,5
1130,11,881,4
1131,11,932,5
1132,11,1036,4
1133,11,1120,5
1134,11,1124,2
1135,11,1263,4
1136,11,1385,4
1137,11,1544,2
1138,11,1547,4
1139,11,1653,5
1140,11,1680,4
1141,12,163,4
1142,12,878,1
1143,12,965,1
1144,12,1288,5
1145,12,1477,3
1146,12,1594,5
1147,13,65,4
1148,13,126,4
1149,13,129,4
1150,13,150,4
1151,13,163,4
1152,13,196,4
1153,13,247,5
1154,13,253,4
1155,13,307,2
1156,13,498,4
1157,13,515,5
1158,13,595,4
1159,13,613,4
1160,13,709,3
1161,13,718,3
1162,13,727,4
1163,13,781,4
1164,13,814,3
1165,13,875,4
1166,13,890,4
1167,13,937,4
1168,13,978,2
1169,13,981,3
1170,13,1006,4
1171,13,1064,4
1172,13,1120,4
1173,13,1141,4
1174,13,1263,1
1175,13,1297,5
1176,13,1313,4
1177,13,1362,4
1178,13,1384,4
1179,13,1477,5
1180,13,1531,4
1181,13,1555,5
1182,13,1585,4
1183,13,1614,5
1184,13,1637,4
1185,13,1639,4
1186,13,1643,4
1187,14,14,4
1188,14,63,4
1189,14,163,5
1190,14,247,5
1191,14,570,5
1192,14,580,5
1193,14,640,5
1194,14,727,3
1195,14,809,4
1196,14,1006,5
1197,14,1076,5
1198,14,1200,5
1199,14,1313,5
1200,14,1359,5
1201,14,1379,3
1202,14,1402,5
1203,14,1477,1
1204,14,1531,5
1205,14,1553,4
1206,15,65,2
1207,15,163,2
1208,15,172,2
1209,15,181,3
1210,15,239,2
1211,15,357,5
1212,15,363,2
1213,15,371,2
1214,15,423,4
1215,15,486,2
1216,15,498,2
1217,15,580,3
1218,15,593,2
1219,15,640,3
1220,15,649,3
1221,15,715,2
1222,15,731,3
1223,15,734,1
1224,15,751,1
1225,15,799,1
1226,15,809,2
1227,15,849,2
1228,15,878,1
1229,15,923,1
1230,15,956,3
1231,15,1027,2
1232,15,1064,2
1233,15,1078,4
1234,15,1200,1
1235,15,1227,2
1236,15,1265,2
1237,15,1323,5
1238,15,1330,3
1239,15,1362,4
1240,15,1379,2
1241,15,1387,3
1242,15,1423,3
1243,15,1468,2
1244,15,1477,4
1245,15,1560,3
1246,15,1594,2
1247,16,2,4
1248,16,26,5
1249,16,50,4
1250,16,57,5
1251,16,65,4
1252,16,69,2
1253,16,71,4
1254,16,91,5
1255,16,94,5
1256,16,126,5
1257,16,151,1
1258,16,156,4
1259,16,163,5
1260,16,172,4
1261,16,174,2
1262,16,177,5
1263,16,196,5
1264,16,198,4
1265,16,209,5
1266,16,216,5
1267,16,241,4
1268,16,242,5
1269,16,249,4
1270,16,282,5
1271,16,294,4
1272,16,295,5
1273,16,314,5
1274,16,319,5
1275,16,383,4
1276,16,402,5
1277,16,407,5
1278,16,415,4
1279,16,441,5
1280,16,498,5
1281,16,526,4
1282,16,567,5
1283,16,572,4
1284,16,577,3
1285,16,612,5
1286,16,613,4
1287,16,648,4
1288,16,649,4
1289,16,650,4
1290,16,656,4
1291,16,671,5
1292,16,685,5
1293,16,696,5
1294,16,709,4
1295,16,725,4
1296,16,731,5
1297,16,748,3
1298,16,801,5
1299,16,822,5
1300,16,830,5
1301,16,884,5
1302,16,892,5
1303,16,916,5
1304,16,918,5
1305,16,924,2
1306,16,965,5
1307,16,966,5
1308,16,972,4
1309,16,983,1
1310,16,1005,4
1311,16,1027,3
1312,16,1066,5
1313,16,1089,5
1314,16,1094,3
1315,16,1100,1
1316,16,1110,5
1317,16,1111,5
1318,16,1123,4
1319,16,1158,2
1320,16,1159,5
1321,16,1167,5
1322,16,1197,4
1323,16,1211,5
1324,16,1217,4
1325,16,1236,5
1326,16,1245,5
1327,16,1267,5
1328,16,1305,5
1329,16,1317,5
1330,16,1324,5
1331,16,1327,3
1332,16,1343,3
1333,16,1373,5
1334,16,1378,5
1335,16,1384,5
1336,16,1385,5
1337,16,1386,4
1338,16,1392,5
1339,16,1402,4
1340,16,1409,5
1341,16,1420,3
1342,16,1427,5
1343,16,1455,3
1344,16,1464,3
1345,16,1472,4
1346,16,1477,5
1347,16,1485,4
1348,16,1508,3
1349,16,1544,5
1350,16,1566,5
1351,16,1585,4
1352,16,1599,5
1353,16,1606,5
1354,16,1632,5
1355,16,1638,5
1356,16,1643,4
1357,16,1667,5
1358,16,1675,3
1359,17,10,4
1360,17,11,5
1361,17,20,5
1362,17,35,1
1363,17,37,5
1364,17,55,1
1365,17,78,5
1366,17,97,2
1367,17,100,1
1368,17,118,4
1369,17,120,4
1370,17,125,5
1371,17,129,5
1372,17,135,4
1373,17,167,5
1374,17,193,5
1375,17,195,5
1376,17,199,1
1377,17,208,1
1378,17,235,3
1379,17,242,5
1380,17,245,5
1381,17,257,5
1382,17,260,1
1383,17,266,3
1384,17,292,4
1385,17,298,5
1386,17,303,4
1387,17,305,1
1388,17,315,5
1389,17,333,1
1390,17,342,3
1391,17,357,5
1392,17,361,5
1393,17,362,5
1394,17,366,1
1395,17,369,4
1396,17,379,1
1397,17,383,3
1398,17,384,4
1399,17,402,5
1400,17,417,1
1401,17,423,5
1402,17,453,1
1403,17,471,5
1404,17,483,5
1405,17,489,4
1406,17,504,1
1407,17,516,5
1408,17,523,3
1409,17,527,4
1410,17,574,5
1411,17,589,5
1412,17,591,5
1413,17,627,5
1414,17,655,4
1415,17,656,5
1416,17,667,3
1417,17,677,5
1418,17,680,1
1419,17,697,5
1420,17,698,1
1421,17,705,4
1422,17,717,5
1423,17,718,5
1424,17,720,3
1425,17,727,5
1426,17,731,5
1427,17,767,5
1428,17,769,4
1429,17,778,4
1430,17,791,5
1431,17,814,4
1432,17,816,4
1433,17,830,5
1434,17,838,1
1435,17,839,4
1436,17,865,1
1437,17,869,2
1438,17,878,1
1439,17,914,2
1440,17,923,4
1441,17,924,4
1442,17,928,4
1443,17,931,2
1444,17,937,4
1445,17,965,3
1446,17,972,4
1447,17,978,5
1448,17,980,4
1449,17,982,5
1450,17,983,4
1451,17,987,5
1452,17,996,5
1453,17,1027,2
1454,17,1041,4
1455,17,1070,1
1456,17,1076,5
1457,17,1083,1
1458,17,1090,1
1459,17,1100,5
1460,17,1118,1
1461,17,1120,3
1462,17,1127,1
1463,17,1151,5
1464,17,1161,1
1465,17,1190,4
1466,17,1217,5
1467,17,1226,5
1468,17,1246,5
1469,17,1273,3
1470,17,1301,2
1471,17,1310,5
1472,17,1313,5
1473,17,1323,5
1474,17,1352,4
1475,17,1362,5
1476,17,1379,5
1477,17,1386,3
1478,17,1398,3
1479,17,1410,1
1480,17,1440,4
1481,17,1476,3
1482,17,1477,5
1483,17,1509,5
1484,17,1513,5
1485,17,1523,4
1486,17,1534,5
1487,17,1538,4
1488,17,1573,2
1489,17,1581,5
1490,17,1619,1
1491,17,1649,2
1492,17,1651,5
1493,17,1661,5
1494,17,1666,5
1495,17,1672,1
1496,17,1680,5
1497,18,147,4
1498,18,172,4
1499,18,193,4
1500,18,241,4
1501,18,357,5
1502,18,384,3
1503,18,425,2
1504,18,663,3
1505,18,671,4
1506,18,796,2
1507,18,822,5
1508,18,924,3
1509,18,982,1
1510,18,983,4
1511,18,987,3
1512,18,1027,3
1513,18,1036,4
1514,18,1120,4
1515,18,1151,4
1516,18,1161,2
1517,18,1197,3
1518,18,1271,3
1519,18,1348,3
1520,18,1358,3
1521,18,1384,3
1522,18,1464,4
1523,18,1493,2
1524,18,1645,3
1525,18,1661,4
1526,19,14,5
1527,19,24,4
1528,19,74,1
1529,19,89,3
1530,19,91,4
1531,19,105,4
1532,19,143,4
1533,19,163,5
1534,19,173,2
1535,19,190,5
1536,19,217,4
1537,19,267,3
1538,19,275,3
1539,19,311,3
1540,19,314,3
1541,19,335,3
1542,19,460,5
1543,19,464,4
1544,19,465,1
1545,19,498,3
1546,19,548,1
1547,19,569,3
1548,19,635,3
1549,19,640,4
1550,19,657,4
1551,19,660,2
1552,19,707,4
1553,19,727,4
1554,19,747,2
1555,19,819,3
1556,19,833,2
1557,19,878,5
1558,19,883,1
1559,19,904,1
1560,19,921,2
1561,19,959,3
1562,19,965,2
1563,19,967,2
1564,19,1047,4
1565,19,1064,3
1566,19,1095,2
1567,19,1112,3
1568,19,1125,2
1569,19,1145,5
1570,19,1197,2
1571,19,1260,5
1572,19,1289,4
1573,19,1300,3
1574,19,1360,4
1575,19,1370,2
1576,19,1387,5
1577,19,1394,3
1578,19,1451,1
1579,19,1499,3
1580,19,1541,4
1581,19,1545,5
1582,19,1649,2
1583,19,1653,5
1584,20,18,5
1585,20,23,3
1586,20,63,4
1587,20,69,4
1588,20,93,3
1589,20,143,5
1590,20,172,5
1591,20,211,3
1592,20,217,5
1593,20,237,5
1594,20,243,5
